"Winning.Percentage","Pk","DraftYr","MPG","salary","season","name","team","MPGcat.Winning.Percentage","MPGcat.Pk","MPGcat.DraftYr","MPGcat.MPG","MPGcat.salary","MPGcat.season","MPGcat.name","MPGcat.team","PCTCat","MPGCat"
0.465,15,2013,32.5,5521508.63,2016,"Giannis Antetokounmpo","Milwaukee Bucks",0.465,15,2013,High,1953960,2016,Giannis Antetokounmpo,Milwaukee Bucks,"Below","High"
0.636,16,2013,12.4, 606795.22,2016,"Lucas Nogueira","Toronto Raptors",0.636,16,2013,Medium,1842000,2016,Lucas Nogueira,Toronto Raptors,"Above","Low"
0.333,48,2013,19.2,1506988.85,2016,"Ryan Kelly","Los Angeles Lakers",0.333,48,2013,Medium,1724250,2016,Ryan Kelly,Los Angeles Lakers,"Below","Medium"
0.419,55,2013,13.6, 130446.99,2016,"Joffrey Lauvergne","Denver Nuggets",0.419,55,2013,Medium,1709719,2016,Joffrey Lauvergne,Denver Nuggets,"Below","Low"
0.214,19,2013,11.7, 652267.09,2016,"Sergey Karasev","Brooklyn Nets",0.214,19,2013,Low,1599840,2016,Sergey Karasev,Brooklyn Nets,"Below","Low"
0.477,20,2013,21.9, 956388.23,2016,"Tony Snell","Chicago Bulls",0.477,20,2013,Medium,1535880,2016,Tony Snell,Chicago Bulls,"Below","Medium"
0.214,18,2013,19.1,2063265.50,2016,"Shane Larkin","Brooklyn Nets",0.214,18,2013,Medium,1500000,2016,Shane Larkin,Brooklyn Nets,"Below","Medium"
0.364,21,2013,20.7,1375786.50,2016,"Gorgui Dieng","Minnesota Timberwolves",0.364,21,2013,Medium,1474440,2016,Gorgui Dieng,Minnesota Timberwolves,"Below","Medium"
0.413,22,2013,22.3,1460039.29,2016,"Mason Plumlee","Portland Trail Blazers",0.413,22,2013,Medium,1415520,2016,Mason Plumlee,Portland Trail Blazers,"Below","Medium"
0.512,23,2013,21.5, 847722.33,2016,"Solomon Hill","Indiana Pacers",0.512,23,2013,Medium,1358880,2016,Solomon Hill,Indiana Pacers,"Above","Medium"
0.575,24,2013,27.0, 886931.83,2016,"Tim Hardaway Jr.","Atlanta Hawks",0.575,24,2013,High,1304520,2016,Tim Hardaway Jr.,Atlanta Hawks,"Above","Medium"
0.467,25,2013,22.0,1794667.27,2016,"Reggie Bullock","Detroit Pistons",0.467,25,2013,Medium,1252440,2016,Reggie Bullock,Detroit Pistons,"Below","Medium"
0.568,26,2013,22.2,1353986.09,2016,"Andre Roberson","Oklahoma City Thunder",0.568,26,2013,Medium,1210800,2016,Andre Roberson,Oklahoma City Thunder,"Above","Medium"
0.644,27,2013,29.9,1482731.89,2016,"Rudy Gobert","Utah Jazz",0.644,27,2013,High,1175880,2016,Rudy Gobert,Utah Jazz,"Above","Medium"
0.341,29,2013,14.5, 615367.05,2016,"Archie Goodwin","Phoenix Suns",0.341,29,2013,Medium,1160160,2016,Archie Goodwin,Phoenix Suns,"Below","Low"
0.575,44,2013,15.5, 745575.96,2016,"Mike Muscala","Atlanta Hawks",0.575,44,2013,Medium, 947276,2016,Mike Muscala,Atlanta Hawks,"Above","Low"
0.413,40,2013, 6.4, 367176.30,2016,"Grant Jerrett","Portland Trail Blazers",0.413,40,2013,Low, 947276,2016,Grant Jerrett,Portland Trail Blazers,"Below","Low"
0.413,31,2013,24.0,1136670.45,2016,"Allen Crabbe","Portland Trail Blazers",0.413,31,2013,Medium, 947276,2016,Allen Crabbe,Portland Trail Blazers,"Below","Medium"
0.357,34,2013,20.4,1217231.35,2016,"Isaiah Canaan","Philadelphia 76ers",0.357,34,2013,Medium, 947276,2016,Isaiah Canaan,Philadelphia 76ers,"Below","Medium"
0.636, 1,2013,12.6, 382930.79,2016,"Anthony Bennett","Toronto Raptors",0.636, 1,2013,Medium, 947276,2016,Anthony Bennett,Toronto Raptors,"Above","Low"
0.419,41,2013, 7.3, 378237.81,2016,"Jamaal Franklin","Denver Nuggets",0.419,41,2013,Low, 947276,2016,Jamaal Franklin,Denver Nuggets,"Below","Low"
0.644,39,2013,10.1, 691395.06,2016,"Jeff Withey","Utah Jazz",0.644,39,2013,Low, 947276,2016,Jeff Withey,Utah Jazz,"Above","Low"
0.644,47,2013,16.1,1679388.25,2016,"Raul Neto","Utah Jazz",0.644,47,2013,Medium, 900000,2016,Raul Neto,Utah Jazz,"Above","Medium"
0.565,50,2013,20.3,1808180.40,2016,"James Ennis III","Memphis Grizzlies",0.565,50,2013,Medium, 845059,2016,James Ennis III,Memphis Grizzlies,"Above","Medium"
0.341,42,2013,10.5, 551691.90,2016,"Pierre Jackson","Dallas Mavericks",0.341,42,2013,Low, 525093,2016,Pierre Jackson,Dallas Mavericks,"Below","Low"
0.341,52,2013,11.5,  81929.71,2016,"Lorenzo Brown","Phoenix Suns",0.341,52,2013,Low, 111444,2016,Lorenzo Brown,Phoenix Suns,"Below","Low"
0.644,46,2013, 8.7, 266126.17,2016,"Erick Green","Utah Jazz",0.644,46,2013,Low,  99418,2016,Erick Green,Utah Jazz,"Above","Low"
